"","pcode","name","visit_date","province","workers_numb","access_dry","access_wet","mineral1","mineral2","mineral3","mercury","interference","armed_group1","frequency_armed_group1","armed_group2","frequency_armed_group2","armed_group3","frequency_armed_group3","state_service1","state_service2","state_service3","state_service4","traceability","qualification","childunder15","childunder15work","project"
"1894","codmine02566","Kontoki",2022-03-07,"Maniema",66,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Transport des minerais","IPIS - USAID"
"1895","codmine02567","Kotsi",2015-10-29,"Ituri",150,"No data","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed",NA,"IPIS - IOM PROMINES 2015"
"1896","codmine02568","Koy",2015-10-27,"Ituri",120,"No data","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine","FRPI","Brusquement",NA,NA,"SAEMAPE",NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1897","codmine02569","Kpangba lare 1",2015-10-23,"Ituri",65,"No data","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","Energie",NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1898","codmine02570","Kumiaga",2015-10-25,"Maniema",60,"No data","No data","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1899","codmine02571","La Confiance/Mikiboayebe",2015-11-10,"Maniema",130,"No data","No data","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"Division des mines",NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1900","codmine02572","Avini (rivière)",2015-10-25,"Ituri",15,"No data","No data","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1901","codmine02573","Nyamutsunda (rivière)",2015-10-28,"Ituri",62,"No data","No data","Or",NA,NA,"None observed","None observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","DGRPO",NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1902","codmine02574","Otse (rivière)",2015-10-25,"Ituri",53,"No data","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1903","codmine02575","Lingeya",2015-10-23,"Ituri",58,"No data","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","DGRPO",NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1904","codmine02576","Litcho moya",2015-10-25,"Ituri",30,"No data","No data","Or",NA,NA,"None observed","Observed","FARDC","Plus d'une fois par semaine","FRPI","Brusquement",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1905","codmine02577","Lokoko",2022-03-04,"Maniema",180,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","None","Observed","Creuser, Lavage, Transport des minerais, Traiter les déchets","IPIS - USAID"
"1906","codmine02578","Lolo",2015-10-30,"Ituri",58,"No data","No data","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1907","codmine02579","Lubilinga1",2015-11-06,"Maniema",56,"No data","No data","Or",NA,NA,"None observed","Observed","Maï-Maï Simba","Plus d'une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1908","codmine02580","Lubilinga2",2015-11-06,"Maniema",33,"No data","No data","Or",NA,NA,"None observed","Observed","Maï-Maï Simba","Plus d'une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1909","codmine02581","Luka la vie /Aboaboa",2015-10-31,"Maniema",80,"No data","No data","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","DGRMA",NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1910","codmine02586","Mankali",2021-11-02,"Tshopo",0,"No data","No data","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"1911","codmine02587","Mankoko",2021-11-05,"Tshopo",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"1912","codmine02588","Manungu 1",2015-11-12,"Sud-Kivu",800,"No data","No data","Or",NA,NA,"None observed","None observed","FARDC","Permanent",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1913","codmine02589","Mapamboli 2",2022-02-22,"Maniema",120,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"ANR","iTSCI","None","None observed",NA,"IPIS - USAID"
"1914","codmine02590","Mapamboli 3",2022-02-22,"Maniema",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"1915","codmine02591","Matonge",2021-11-02,"Tshopo",26,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Secteur",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"1916","codmine02592","Mbabula waka",2015-10-28,"Ituri",20,"No data","No data","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1917","codmine02593","Mblito",2015-10-30,"Ituri",11,"No data","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine","FRPI","Brusquement",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1918","codmine02594","Mblito, Bandakpa, Avuvu",2015-10-29,"Ituri",0,"No data","No data","Or",NA,NA,"None observed","Observed","FRPI","Permanent",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1919","codmine02595","Mbongikpa",2018-06-19,"Ituri",85,"Less than 2h walk","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","Energie","Chefferie","No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"1920","codmine02596","Medhu",2015-10-31,"Ituri",35,"No data","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1921","codmine02598","Mondial",2015-10-24,"Ituri",23,"No data","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1922","codmine02599","Ndingida",2015-11-06,"Maniema",150,"No data","No data","Or",NA,NA,"Observed","Observed","Maï-Maï Simba","Plus d'une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1923","codmine02600","Ndonga",2022-02-22,"Maniema",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"1924","codmine02601","Nyanzala",2021-10-12,"Sud-Kivu",115,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"1925","codmine02602","Nyakasila",2015-11-12,"Sud-Kivu",1500,"No data","No data","Or",NA,NA,"None observed","None observed","FARDC","Permanent",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1926","codmine02603","Okukpa",2015-10-26,"Ituri",66,"No data","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine","FRPI","Brusquement",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1927","codmine02604","Ondu",2018-06-16,"Ituri",28,"Less than 2h walk","No data","Or",NA,NA,"Observed","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","Observed","Lavage, Transport des minerais, Creuser","IPIS - IOM 2016-2018"
"1928","codmine02605","Ondu 3",2015-10-24,"Ituri",65,"No data","No data","Or",NA,NA,"Observed","Observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1929","codmine02606","Ovobi",2015-10-24,"Ituri",52,"No data","No data","Or",NA,NA,"Observed","Observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","DGRPO","Energie","No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"1930","codmine02607","Palata",2015-10-28,"Ituri",56,"No data","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
