"","pcode","name","visit_date","province","workers_numb","access_dry","access_wet","mineral1","mineral2","mineral3","mercury","interference","armed_group1","frequency_armed_group1","armed_group2","frequency_armed_group2","armed_group3","frequency_armed_group3","state_service1","state_service2","state_service3","state_service4","traceability","qualification","childunder15","childunder15work","project"
"602","codmine00619","Kamabeya",2022-07-23,"Maniema",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"603","codmine00620","Metsera",2022-08-04,"Maniema",140,"Less than 2h walk","Less than 2h walk","Cassitérite","Wolframite",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","Observed","Creuser, Lavage, Traiter les déchets","IPIS - USAID"
"604","codmine00621","Niveau 120/Lonyoma",2022-08-03,"Maniema",75,"Less than 2h walk","Less than 2h walk","Cassitérite","Wolframite",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","Observed","Creuser, Lavage, Traiter les déchets","IPIS - USAID"
"605","codmine00622","B49",2022-08-03,"Maniema",160,"Less than 2h walk","Less than 2h walk","Cassitérite","Wolframite",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","Observed","Creuser, Concassage, Lavage, Traiter les déchets","IPIS - USAID"
"606","codmine00623","Chamabondo",2010-01-01,"Maniema",500,"No data","No data","Cassitérite",NA,NA,"No data","No data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","No data",NA,"IPIS - 2010"
"607","codmine00624","Lutala",2019-11-08,"Maniema",55,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","DGRMA(Direction Générale des Recettes du Maniema)","Police de mine","iTSCI","Vert","None observed",NA,"IPIS - Due Diligence"
"608","codmine00625","Bengo",2019-11-02,"Maniema",99,"Less than 2h walk","More than 2h walk","Cassitérite","Wolframite",NA,"No data","None observed",NA,"Une fois tous les 15 jours",NA,NA,NA,NA,"SAEMAPE","Division des mines","Police des Mines","ITSCi","iTSCI","Vert","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Due Diligence"
"609","codmine00626","Bunza",2019-11-04,"Maniema",74,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"iTSCI","Vert","Observed","Creuser, Traiter les déchets","IPIS - Due Diligence"
"610","codmine00627","Avanga",2019-11-12,"Maniema",136,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","iTSCi",NA,"iTSCI","Vert","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Due Diligence"
"611","codmine00628","Isongo",2019-11-13,"Maniema",103,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","Observed","FARDC","Une fois par mois",NA,"Une fois par mois",NA,NA,"SAEMAPE","Division des mines","iTSCi",NA,"iTSCI","Vert","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Due Diligence"
"612","codmine00629","Yubuli",2019-11-15,"Maniema",125,"Car or Motorbike","Car or Motorbike","Cassitérite",NA,NA,"No data","None observed",NA,"Une fois par mois",NA,NA,NA,NA,"SAEMAPE","Division des mines","iTSCi",NA,"iTSCI","Vert","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Due Diligence"
"613","codmine00630","Batamba",2019-11-08,"Maniema",114,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","iTSCi",NA,"iTSCI","Vert","None observed",NA,"IPIS - Due Diligence"
"614","codmine00631","Masimelo",2019-11-06,"Maniema",74,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","iTSCi",NA,"iTSCI","Vert","None observed",NA,"IPIS - Due Diligence"
"615","codmine00632","Kayeye",2016-11-29,"Maniema",332,"Less than 2h walk","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","No data",NA,"IPIS - IOM 2016-2018"
"616","codmine00633","Lubile",2019-11-09,"Maniema",60,"Car or Motorbike","Car or Motorbike","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Police des Mines",NA,"iTSCI","Vert","None observed",NA,"IPIS - Due Diligence"
"617","codmine00634","Atondo",2019-11-11,"Maniema",48,"Less than 2h walk","Less than 2h walk","Cassitérite","Or",NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Police des Mines",NA,"iTSCI","Vert","None observed",NA,"IPIS - Due Diligence"
"618","codmine00635","Moka",2019-11-13,"Maniema",113,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,"Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","ANR","DGRMA","iTSCI","Vert","None observed",NA,"IPIS - Due Diligence"
"619","codmine00637","Kimbala",2019-11-20,"Maniema",63,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - Due Diligence"
"620","codmine00639","Salokwango",2019-11-21,"Maniema",102,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,"Une fois par mois",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Due Diligence"
"621","codmine00640","Nakenge",2019-11-23,"Maniema",35,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","Observed","Creuser, Lavage","IPIS - Due Diligence"
"622","codmine00641","Nyakilego",2022-08-22,"Sud-Kivu",0,"No data","No data","Wolframite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"623","codmine00642","Kabilunko",2017-12-10,"Sud-Kivu",200,"Less than 2h walk","No data","Or","Cassitérite",NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","FFN",NA,"No traceability program","None","No data",NA,"IPIS - IOM 2016-2018"
"624","codmine00643","Kamabondo",2023-03-14,"Sud-Kivu",96,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"625","codmine00644","Lubambanya Aval",2013-03-18,"Sud-Kivu",30,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"626","codmine00645","Lubambanya Amont",2018-07-09,"Sud-Kivu",74,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - CBRMT 2018"
"627","codmine00646","Lwango/Tumpyempye",2013-03-18,"Sud-Kivu",50,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"628","codmine00647","Lwango/Songambele 1",2013-03-19,"Sud-Kivu",150,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"629","codmine00648","Lwango/Songambele 2",2013-03-19,"Sud-Kivu",12,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"630","codmine00649","Lukawika/Kopelu",2013-03-19,"Sud-Kivu",25,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"631","codmine00650","Lukawika/Nyakisungwa",2013-03-19,"Sud-Kivu",10,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"632","codmine00651","Cubage Centre",2023-03-09,"Sud-Kivu",14,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"633","codmine00652","Cubage Banzangungu",2013-03-20,"Sud-Kivu",12,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"634","codmine00653","Cubage Makambulu",2013-03-21,"Sud-Kivu",80,"No data","No data","Or",NA,NA,"No data","Observed","Raïa Mutomboki","Permanente",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"635","codmine00654","Tokolonga",2021-11-10,"Sud-Kivu",15,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","No traceability program","Jaune","None observed",NA,"IPIS - USAID"
"636","codmine00655","Moba 1",2021-11-05,"Sud-Kivu",300,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","No traceability program","Jaune","Observed","Traiter les déchets, Transport des cailloux vers le concasseur","IPIS - USAID"
"637","codmine00656","Kanyuki",2021-11-08,"Sud-Kivu",600,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","Jaune","Observed","Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets","IPIS - USAID"
"638","codmine00657","Tusongembele",2021-11-08,"Sud-Kivu",50,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","No traceability program","Jaune","None observed",NA,"IPIS - USAID"
"639","codmine00658","Lukonyala",2021-11-06,"Sud-Kivu",300,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","No traceability program","Jaune","None observed",NA,"IPIS - USAID"
"640","codmine00659","Pembeliba",2021-11-15,"Sud-Kivu",24,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","No traceability program","None","Observed","Creuser","IPIS - USAID"
"641","codmine00660","Kaneto 2",2021-11-12,"Sud-Kivu",30,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","No traceability program","None","None observed",NA,"IPIS - USAID"
"642","codmine00661","Kaneto 1",2021-11-13,"Sud-Kivu",8,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","No traceability program","None","None observed",NA,"IPIS - USAID"
"643","codmine00662","Ibonga/Mungole",2022-08-25,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"644","codmine00663","Mulolo",2021-11-30,"Sud-Kivu",300,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","No traceability program","None","Observed","Creuser, Lavage, Transport des minerais, Traiter les déchets","IPIS - USAID"
"645","codmine00664","Mutengia",2013-05-27,"Sud-Kivu",90,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"646","codmine00665","Ngulube/Minoro",2013-05-27,"Sud-Kivu",80,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"647","codmine00666","Camp Nzingi",2013-05-28,"Sud-Kivu",180,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"648","codmine00667","Malimingi",2013-05-28,"Sud-Kivu",125,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"649","codmine00668","Isege",2013-06-02,"Sud-Kivu",150,"No data","No data","Or",NA,NA,"No data","Observed","FARDC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"650","codmine00669","Libaku ya suka",2022-08-29,"Sud-Kivu",300,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Quotidien","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","Observed","Lavage, Traiter les déchets, Usage du mercure","IPIS - USAID"
"651","codmine00670","Kagolo Masanga",2022-08-31,"Sud-Kivu",80,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie","Anti-fraude","No traceability program","Vert","Observed","Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - USAID"
"652","codmine00671","Binenke",2022-09-03,"Sud-Kivu",30,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","Jaune","Observed","Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - USAID"
"653","codmine00672","Kitete beach",2015-09-09,"Sud-Kivu",20,"No data","No data","Or",NA,NA,"Observed","None observed","FARDC","Permanent",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"654","codmine00673","Mosko",2015-07-24,"Sud-Kivu",6,"No data","No data","Or",NA,NA,"None observed","None observed","FARDC","Permanent",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM PROMINES 2015"
"655","codmine00674","Tshakindo",2013-06-07,"Sud-Kivu",400,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"656","codmine00675","Mpulungu",2013-06-07,"Sud-Kivu",180,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Rouge","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"657","codmine00676","Bimpanga",2013-06-08,"Sud-Kivu",270,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Jaune","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"658","codmine00677","Kotoko",2013-06-12,"Sud-Kivu",160,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"659","codmine00678","Bibomola",2013-08-24,"Sud-Kivu",180,"No data","No data","Cassitérite","Coltan",NA,"No data","Observed","Raïa Mutomboki","Une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"660","codmine00679","Matongo",2013-08-24,"Sud-Kivu",300,"No data","No data","Cassitérite","Coltan",NA,"No data","Observed","Raïa Mutomboki","Une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"661","codmine00680","Ibozia/Kalumé",2013-08-29,"Sud-Kivu",80,"No data","No data","Cassitérite","Coltan",NA,"No data","Observed","Raïa Mutomboki","Une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"662","codmine00681","Matamba",2023-03-22,"Sud-Kivu",23,"More than 2h walk","More than 2h walk","Cassitérite","Coltan",NA,"No data","Observed","FARDC","Une fois par mois",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"663","codmine00682","Mutete/Mukina",2013-08-28,"Sud-Kivu",170,"No data","No data","Cassitérite","Coltan","Wolframite","No data","Observed","Raïa Mutomboki","Une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"664","codmine00683","Mutete",2013-08-29,"Sud-Kivu",100,"No data","No data","Cassitérite","Coltan","Wolframite","No data","Observed","Raïa Mutomboki","Une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"665","codmine00684","Nyambembe",2013-08-25,"Sud-Kivu",240,"No data","No data","Cassitérite","Coltan",NA,"No data","Observed","Raïa Mutomboki","Une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"666","codmine00685","Swiza",2023-03-22,"Sud-Kivu",81,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"Division des mines",NA,NA,NA,"No traceability program","None","Observed","Creuser, Lavage","IPIS - Madini"
"667","codmine00686","Tchelamazi",2023-03-22,"Sud-Kivu",31,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","Observed","FARDC","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"668","codmine00687","Tukutu",2023-03-20,"Sud-Kivu",332,"Less than 2h walk","Less than 2h walk","Cassitérite","Coltan",NA,"No data","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","Observed","Creuser, Creuser sous terre, Lavage, Traiter les déchets","IPIS - Madini"
"669","codmine00688","Wameri",2019-11-04,"Sud-Kivu",65,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","Vert","None observed",NA,"IPIS - Due Diligence"
"670","codmine00689","Lubilu",2013-08-30,"Sud-Kivu",80,"No data","No data","Cassitérite","Coltan",NA,"No data","Observed","Raïa Mutomboki","Une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"671","codmine00690","Lutongo",2019-11-05,"Sud-Kivu",15,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - Due Diligence"
"672","codmine00691","Miazi/Lubilu",2013-08-30,"Sud-Kivu",110,"No data","No data","Cassitérite","Coltan",NA,"No data","Observed","Raïa Mutomboki","Une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"673","codmine00692","Milomo Zankusu",2015-09-23,"Sud-Kivu",10,"No data","No data","Cassitérite","Coltan",NA,"No data","Observed","Raïa Mutomboki","Une fois par mois",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - IOM PROMINES 2015"
"674","codmine00693","Nietubu",2013-08-30,"Sud-Kivu",80,"No data","No data","Cassitérite","Coltan",NA,"No data","Observed","Raïa Mutomboki","Une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"675","codmine00694","Tchongo boma mukubwa",2013-08-30,"Sud-Kivu",90,"No data","No data","Coltan",NA,NA,"No data","Observed","Raïa Mutomboki","Une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"676","codmine00695","Tchonka",2019-11-23,"Sud-Kivu",3,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","ANR","DGI","Chefferie","iTSCI","Vert","None observed",NA,"IPIS - Due Diligence"
"677","codmine00696","Kansele",2023-03-29,"Sud-Kivu",21,"More than 2h walk","More than 2h walk","Cassitérite","Coltan",NA,"No data","Observed","FARDC","Une fois par mois",NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"No traceability program","None","Observed","Lavage, Traiter les déchets","IPIS - Madini"
"678","codmine00697","Niabesi",2017-12-15,"Sud-Kivu",10,"Less than 2h walk","No data","Cassitérite",NA,NA,"No data","Observed","FARDC","Une fois par semaine","Raïa Mutomboki","Occasionelle",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","No data",NA,"IPIS - IOM 2016-2018"
"679","codmine00698","Mumbano",2013-09-02,"Sud-Kivu",50,"No data","No data","Cassitérite","Coltan",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"680","codmine00699","Luguguma",2023-03-11,"Sud-Kivu",190,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"No traceability program","None","Observed","Creuser","IPIS - Madini"
"681","codmine00700","Bilika",2013-09-03,"Sud-Kivu",80,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"682","codmine00701","Kasangwa",2021-11-18,"Sud-Kivu",12,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","None","None observed",NA,"IPIS - USAID"
"683","codmine00702","Camp Nsoko",2021-11-18,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"684","codmine00703","Lumbuzi",2021-11-09,"Sud-Kivu",18,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","No traceability program","None","None observed",NA,"IPIS - USAID"
"685","codmine00704","Malewa",2013-09-06,"Sud-Kivu",110,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"686","codmine00705","Kabusangala",2013-09-10,"Sud-Kivu",120,"No data","No data","Or",NA,NA,"No data","Observed","Raïa Mutomboki","Une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"687","codmine00706","Kalanda",2013-09-10,"Sud-Kivu",60,"No data","No data","Or",NA,NA,"No data","Observed","Raïa Mutomboki","Une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - PROMINES MoFA 2013-2014"
"688","codmine00707","Katuto",2022-01-22,"Sud-Kivu",20,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"689","codmine00708","Kayemba",2022-01-28,"Sud-Kivu",300,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois par mois","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie","Anti-fraude","No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - USAID"
"690","codmine00709","Mumbunde",2022-01-28,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"691","codmine00710","Bahombo/Kalutindi",2022-01-26,"Sud-Kivu",250,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois tous les 15 jours","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"692","codmine00711","Kaminkya/Koweit",2022-01-26,"Sud-Kivu",30,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Anti-fraude",NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"693","codmine00712","Mont Ngaliema",2022-02-10,"Sud-Kivu",60,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","None observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"694","codmine00713","Kabitako",2022-02-10,"Sud-Kivu",200,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Environnement",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"695","codmine00714","Nyamikundu/Ngoyi",2022-02-11,"Sud-Kivu",50,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
